Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
s17_2332fe7b	jt	What I do while at school does not matter to you, understand me? I am the president of the student council!	game/script.rpy	1238	jt "[what]"
s17_ad1b3974	jt	You have to listen to me, and I am in charge. That is how it works, and how it always will.	game/script.rpy	1241	jt "[what]"
s17_0a508e23	na	Who does this guy think he is?	game/script.rpy	1243	na "[what]"
s17_dc959561	mc	That's just not fair!	game/script.rpy	1245	mc sad "[what]"
s17_71c99b6e	jt	Oh, but my dear girl, life is not fair. I am simply getting you ready for reality.	game/script.rpy	1248	jt "[what]"
s17_4398ee54	na	I want to punch "reality" into his face! It would have been better if you chose to fight him.	game/script.rpy	1250	na "[what]"
s17_a84743fa	jt	Anyways, I like you, so I will let you off easy this time.	game/script.rpy	1253	jt "[what]"
s17_c081f662	jt	Just detention. Consider yourself lucky.	game/script.rpy	1256	jt "[what]"
s17_b51bd633	mc	Hey!	game/script.rpy	1258	mc scared "[what]"
s17_ae272c4c	jt	Don't make me angrier now. Welp, See you around!	game/script.rpy	1261	jt "[what]"
s17_bce92469	na	Yutaka turns and walks away confidently. Man, what a prick!	game/script.rpy	1263	na "[what]"
s17_0347c09d	na	You pick up the detention slip that he slid in your pocket and reluctantly read it.	game/script.rpy	1265	na "[what]"
s17_0d202b77	mc	Right after school? This is the worst! Whatever, I better go...	game/script.rpy	1267	mc sad "[what]"
s18_7f80022b	na	As you're wandering the halls, you notice a student walking your way. He seems to be dressed very nicely, even for the prestigious Gwetome Academy.	game/script.rpy	1274	na "[what]"
s18_370e92cf	na	Wait, that's the student council president! You're in trouble if he finds you out here.	game/script.rpy	1276	na "[what]"
s18_1_1db62c32	na	As you tip-toe over to the corner of the hallway, you accidentally step on a very conveniently placed rose.	game/script.rpy	1289	na "[what]"
s18_1_a35f2aed	jt	How'd a rose get in here?	game/script.rpy	1291	jt "[what]"
s18_1_7aee00d1	na	Busted...	game/script.rpy	1293	na "[what]"
s18_2_94771120	na	You stand confidently in the center of the hallway as he walks towards you.	game/script.rpy	1299	na "[what]"
s18_3_eb0ef2f0	jt	What's a pretty looking girl such as yourself doing around these parts?	game/script.rpy	1306	jt "[what]"
s18_3_d4c7836b	jt	Wait, what's a student doing in the halls? ...I'm terribly sorry, but you're gonna have to go back to class.	game/script.rpy	1309	jt "[what]"
s18_3_9027524b	mc	Nonono, I just--	game/script.rpy	1311	mc scared "[what]"
s18_3_4423fc46	jt	--Needed to go to the bathroom and got lost in the halls, I've been there.	game/script.rpy	1314	jt "[what]"
s18_3_a26c03c7	jt	Well, you're not going anywhere without a hall pass. How about we bring you back to class to get one?	game/script.rpy	1317	jt "[what]"
s18_4_bcd4be30	na	As you start to turn around to walk back to class, you swiftly turn back and drive your fist into the student's face. Nice.	game/script.rpy	1332	na "[what]" with hpunch
s18_4_a00c3cc4	na	Uh oh, he got back up? Looks like it's time for a fight!	game/script.rpy	1334	na "[what]"
s19_bfb09463	na	You throw a powerful punch, flying him across the room. He won't be bringing you back to class again anytime soon.	game/script.rpy	1341	na "[what]" with hpunch
s19_c3c025a2	na	You hear a feeble voice as you walk away.	game/script.rpy	1343	na "[what]"
s19_8f475d72	jt	Wait-- please... You don't need to do this!	game/script.rpy	1345	jt "[what]"
s19_1ca306f3	mc	Heh... I knew that CrossFit membership would pay off.	game/script.rpy	1347	mc cocky "[what]"
s20_9d997e08	na	Word quickly spreads about how you punched the student council president and skipped class as you proudly walk out the front gates.	game/script.rpy	1354	na "[what]"
s20_c0f8c640	mc	Man, that fight really took a lot out of me. I could really go for a Caramel Ribbon Crunch Frappe right about now.	game/script.rpy	1356	mc normal "[what]"
s21_f33e07bf	mc	Oh shoot, I forgot to grab one! Sure, let's head back.	game/script.rpy	1362	mc shy "[what]"
s21_13e87230	na	You walk back to class to get a hall pass, even though you never needed one. But right as you grab it, the bell rings.	game/script.rpy	1365	na "[what]"
s21_346fb996	jt	Awww, well that's a shame. Well hey, at least we have the same class next period!	game/script.rpy	1368	jt "[what]"
s21_b35853ea	mc	Oh, nice! Wait, how did you know that we had the same class?	game/script.rpy	1370	mc concerned "[what]"
s21_da7d0922	jt	I just checked the class roster! It's the job of the student council president to know their fellow students' names, after all.	game/script.rpy	1373	jt "[what]"
s21_7092e4d7	jt	C'mon, we have English class next. Let's go!	game/script.rpy	1376	jt "[what]"
s22_00c2b19c	na	You release a powerful punch aimed right at Yutaka!	game/script.rpy	1383	na "[what]"
s22_28378e51	na	...and miss. Well, that's embarrassing.	game/script.rpy	1385	na "[what]"
s22_1a1014ac	mc	Oh... oops.	game/script.rpy	1387	mc shy "[what]"
s22_900a3d0f	jt	Ahahha, how cute! You really think you stand a chance against me? I am the one and only student council president, Yutaka!	game/script.rpy	1393	jt "[what]"
s22_916fed5a	mc	Uhm... okay?	game/script.rpy	1395	mc shy "[what]"
s22_2dcb6a16	jt	You've been naughty now, haven't you?	game/script.rpy	1398	jt "[what]"
s22_c5dba3b1	jt	You think you can walk free after trying to hurt the most important student in the school?	game/script.rpy	1400	jt "[what]"
s22_b248bf01	jt	No! I will not let this stand! Off to counseling with you!	game/script.rpy	1403	jt "[what]"
s22_88a77c4b	na	How dramatic can this kid get...	game/script.rpy	1405	na "[what]"
s22_1aa5eb96	mc	Alright fine, I'll go to counseling. Sorry for trying to punch you, but it was too hard to resist.	game/script.rpy	1407	mc cocky "[what]"
s22_3a27825d	jt	Hey! Wait, don't say that about me!	game/script.rpy	1410	jt "[what]"
s22_503b581c	na	You turn and go to counseling. You can feel Yutaka fuming behind you, but you keep walking without a care in the world.	game/script.rpy	1413	na "[what]"
s23_9dcab128	na	While Yutaka continues to monologue your heart begins to sink.	game/script.rpy	1420	na "[what]"
s23_e5c1e9ac	na	You think of Mio... has everything she's felt, worked for, and loved... been for a persona?	game/script.rpy	1422	na "[what]"
s23_96b6834c	na	Have hundreds of girls' feelings been manipulated just to move forward an agenda?	game/script.rpy	1424	na "[what]"
s23_206ec7eb	na	Your hands shake at the thought of it.	game/script.rpy	1426	na "[what]"
s23_184eb5ca	na	In a frenzied panic you grab Mio's jacket and look for the nearest exit: the window, and before you know it you're flying through the air with shattered glass as your wings.	game/script.rpy	1430	na "[what]" with hpunch
s23_a44df8b0	na	As soon as you double somersault handspring onto the grass you start sprinting.	game/script.rpy	1433	na "[what]"
s23_71b5e2dc	na	You can hear Yutaka yelling behind you but it doesn't matter-- you must tell Mio.	game/script.rpy	1435	na "[what]"
s23_83c90fc2	na	As you turn onto the road of her family's restaurant you quickly spot her walking outside.	game/script.rpy	1439	na "[what]"
s23_f3e39c62	mc	Mio!	game/script.rpy	1441	mc scared "[what]"
s23_934ca126	mio	[mcname]?! What are you doing here?	game/script.rpy	1444	mio "[what]"
s23_da406552	mc	I... I...	game/script.rpy	1446	mc shy "[what]"
s23_a73383a6	mc	I brought you your jacket.	game/script.rpy	1448	mc normal "[what]"
s23_e7275016	mio	B-but I said you could give it to me tomorrow!	game/script.rpy	1450	mio "[what]"
s23_fb0ecb06	mio	You didn't have to come all this way!	game/script.rpy	1452	mio "[what]"
s23_221938cd	mio	...Huh? Why is there glass all over it?	game/script.rpy	1455	mio "[what]"
s23_ea9ccced	mc	Well. there's also this other thing.	game/script.rpy	1457	mc concerned "[what]"
s23_fa0c47d6	na	You explain everything to Mio: finding the jacket, getting locked in the room with Yutaka, his true nature... everything. And jumping out the window. That too.	game/script.rpy	1460	na "[what]"
s23_d86c6799	mio	Wow... I can't believe it.	game/script.rpy	1464	mio "[what]"
s23_bc6a53bf	mio	How could I be this silly, [mcname].	game/script.rpy	1467	mio "[what]"
s23_af11e8dc	mio	So I'm just... I'm just a tool to him?	game/script.rpy	1470	mio "[what]"
s23_99c780d5	mc	I think we all are Mio...	game/script.rpy	1472	mc concerned "[what]"
s23_985c44f1	na	As Mio tries to hold back shaky sobs you pull her into a tight hug.	game/script.rpy	1475	na "[what]"
s23_bdde6fa1	mio	T-thank you for t-telling me, [mcname].	game/script.rpy	1478	mio "[what]"
s23_2eea0c21	mio	You're the first good friend I've had in a w-while.	game/script.rpy	1481	mio "[what]"
s23_86e8a0c7	mc	I'm sorry about all this...	game/script.rpy	1483	mc shy "[what]"
s23_96356258	mio	D-don't be!	game/script.rpy	1486	mio "[what]"
s23_e0ffe2ed	na	Mio hastily wipes her tears and looks into your eyes.	game/script.rpy	1488	na "[what]"
s23_1af7f569	mio	Don't w-worry about me!	game/script.rpy	1491	mio "[what]"
s23_548bbe48	mio	I'm sure I'll find my "Prince Charming" one day... hehe.	game/script.rpy	1494	mio "[what]"
s23_5dd999f7	mio	In the meantime, let's just enjoy highschool.	game/script.rpy	1496	mio "[what]"
s23_0ab21cde	mc	Together!	game/script.rpy	1498	mc ecstatic "[what]"
s23_bad73a55	mio	Yes... Together!	game/script.rpy	1501	mio "[what]"
s23_4b948624	na	Soon after, the two of you quit the student council, and start a European culture club that studies the history, etiquette, fashion, and culture of the continent's nations.	game/script.rpy	1504	na "[what]"
s23_d8facabc	na	Although the club starts small, Mio's expert management skills and your creativity allow the club to thrive-- eventually warranting the attention of a news station and later a small European monarchy.	game/script.rpy	1506	na "[what]"
s23_722b3149	na	After months of correspondence and negotiation, the club is eventually invited to visit the nation.	game/script.rpy	1508	na "[what]"
s23_30f65580	na	It is there that Mio meets her real life "Prince Charming" and you discover your natural talent for riding horses. Lots of horses.	game/script.rpy	1510	na "[what]"
s23_d41ce9bf	na	The two of you fall so deeply in love with the nation that after graduating you both immediately move to its fairytale-like countryside.	game/script.rpy	1512	na "[what]"
s23_1354c5e7	na	Mio marries the kind prince, and you are dubbed the palace's cavalry knight of honor.	game/script.rpy	1514	na "[what]"
s23_965a4440	na	A new beginning in a beautiful kingdom-- together.	game/script.rpy	1516	na "[what]"
s23_45c39e2f	na	Who needs the student council? Am I right?	game/script.rpy	1518	na "[what]"
s24_60a1e6d2	na	You enter the Hoshibucks and step up to the bartender.	game/script.rpy	1534	na "[what]"
s24_ccc12a58	mc	I'll take your finest Caramel Ribbon Crunch Frappe, please.	game/script.rpy	1537	mc ecstatic "[what]"
s24_50d2e857	na	You felt like you've seen this kid before. Maybe from school?	game/script.rpy	1539	na "[what]"
s24_c8395f3d	beckham	that'll be 2,210¥.	game/script.rpy	1542	beckham "[what]"
s24_918cc75c	mc	Wh-	game/script.rpy	1544	mc scared "[what]"
s24_a35bd795	na	-Wait, 2,210¥?? What has this world come to...	game/script.rpy	1547	na "[what]" with hpunch
s24_c72dbc8e	na	Failing to hold back spending one fourth of your monthly allowance on a single Frappe, you swipe your card and watch as the barista skillfully crafts your drink.	game/script.rpy	1550	na "[what]"
s24_f8e59ab0	na	You imagine what the flavor will be as you grab the cup and walk away from the front counter.	game/script.rpy	1553	na "[what]"
s24_abf00867	mc	It looks so good! I'll worry about the cost later, because this is gonna be so worth i--	game/script.rpy	1555	mc normal "[what]"
s24_06815674	mc	NOOOO! MY CARAMEL RIBBON CRUNCH FRAPPE!!	game/script.rpy	1559	mc scared "[what]" with hpunch
s24_24527b08	na	Well, that's rough. After you witness-- with pure agony-- the drink spill on the floor, you then look up to see... a pole? And an attractive one at that.	game/script.rpy	1561	na "[what]"
s24_98968d14	na	Wait, who would put a pole in the middle of a Hoshibucks? The pole reaches out a hand to you.	game/script.rpy	1563	na "[what]"
s24_49be2343	joe	Are you okay?! I'm so sorry, I didn't see where I was going.	game/script.rpy	1568	joe "[what]"
s24_a0092ae3	joe	Hey, I remember you!	game/script.rpy	1572	joe "[what]"
s24_b325163b	joe	Drinks from Hoshibucks are expensive nowadays.	game/script.rpy	1575	joe "[what]"
s24_8b5394c2	joe	Here, let me pay for it. It was my fault anyways.	game/script.rpy	1577	joe "[what]"
s24_c5cb4655	mc	No, it's okay! Don't even worry about it, It didn't cost that much.	game/script.rpy	1579	mc ecstatic "[what]"
s24_44a2bee7	na	You're still a bit irritated due to the fact that it did in fact cost that much.	game/script.rpy	1581	na "[what]"
s24_bf638d02	joe	No no no, please, let me! I'd feel bad if I didn't.	game/script.rpy	1584	joe "[what]"
s24_e8597d61	mc	No no no no, I wasn't looking where I was going.	game/script.rpy	1587	mc ecstatic "[what]"
s24_f5a3c93e	joe	No no n--	game/script.rpy	1589	joe "[what]"
s24_1c463245	na	Enough with the “no no no” talk!	game/script.rpy	1593	na "[what]" with hpunch
s24_69464825	joe	Well, anyways, my name's Joe. Nice to meet you! I'm gonna buy a drink for myself anyways, so I'll get us both one.	game/script.rpy	1599	joe "[what]"
s24_57d140ed	mc	I'm [mcname], nice to meet you!	game/script.rpy	1601	mc normal "[what]"
s24_4e92aaee	na	You let him buy you another Caramel Ribbon Crunch Frappe and have a nice chat at one of the tables.	game/script.rpy	1604	na "[what]"
s24_d38f66c2	joe	Hahaha, you're so funny!	game/script.rpy	1607	joe "[what]"
s24_caeef073	na	You didn't even say anything...	game/script.rpy	1609	na "[what]"
s24_ba365c06	joe	Well, anyways, It's getting kind of late. Mind if I take you home?	game/script.rpy	1612	joe "[what]"
s24_f6fb0ae6	mc	Hmmm... It is getting kind of dark out...	game/script.rpy	1614	mc shy "[what]"
s25_54fb7210	na	You enter the counseling office with Yutaka to find... another student?	game/script.rpy	1630	na "[what]"
s25_5a53d065	na	I guess the school's low on staff...	game/script.rpy	1632	na "[what]"
s25_f4cedb87	na	After Yutaka angrily explains the situation to the student "student counselor", you soon find yourself in a one-on-one counseling session to address your... issues...	game/script.rpy	1634	na "[what]"
s25_ee3c6d1f	beckham	If you don't go to school, you won't find success. You need to try your best everyday.	game/script.rpy	1637	beckham "[what]"
s25_b3011ffe	mc	Okay...	game/script.rpy	1639	mc sad "[what]"
s25_67860acd	beckham	Why did you think punching a classmate was a good idea? Do you realize what could happen?	game/script.rpy	1642	beckham "[what]"
s25_063a6834	mc	He was being a bully, I needed to do something.	game/script.rpy	1644	mc sad "[what]"
s25_e47adfb9	beckham	That was a dumb thing to do. You were such a good student last year, I'm sorry that I have to do this...	game/script.rpy	1647	beckham "[what]"
s25_a7fc3cad	mc	Wa--What?	game/script.rpy	1649	mc scared "[what]"
s25_fd093d8c	beckham	GO TO DETENTION!	game/script.rpy	1652	beckham "[what]" with hpunch
s26_996eb7ab	na	Actually... does it even matter if it's a date? It's a party! Of course you're going!	game/script.rpy	1658	na "[what]"
s26_0e2b9976	na	You carefully put the handkerchief and note in your bag and begin to daydream.	game/script.rpy	1660	na "[what]"
s26_cd788545	mc	I wonder who's going to be there... I'll have to make lots of friends! Maybe I should try something new to make a good impression...	game/script.rpy	1663	mc normal "[what]"
s26_aa973d53	mc	Eh? Akimitsu?!	game/script.rpy	1667	mc scared "[what]" with hpunch
s26_3d2f926c	na	Chiba Akimitsu, your childhood friend since third grade appears at the desk next to yours.	game/script.rpy	1669	na "[what]"
s26_83d03579	kyle	Hey [mcname]! Ahaha, did I surprise you?	game/script.rpy	1672	kyle "[what]"
s26_f99e47e4	mc	Mhm! Why are you also in detention?	game/script.rpy	1674	mc normal "[what]"
s26_4ff8ddd3	kyle	I knew you'd be here on the first day so I came to keep you company.	game/script.rpy	1677	kyle "[what]"
s26_6ff08e7b	kyle	What were you thinking about before I interrupted you?	game/script.rpy	1680	kyle "[what]"
s26_f5c04538	mc	Nothing much... just this party...	game/script.rpy	1682	mc shy "[what]"
s26_5c77cd6f	na	You take out the handkerchief and note and show Akimitsu.	game/script.rpy	1684	na "[what]"
s26_be1f1011	na	His eyebrows furrow into a look of concern.	game/script.rpy	1686	na "[what]"
s26_380b8d07	kyle	A party with... the PANTHER??? TAKAO ISAMU???	game/script.rpy	1689	kyle "[what]"
s26_7c089076	kyle	There's no way I'm letting you go alone, [mcname]. A party with yakuza attending? Absolutely not.	game/script.rpy	1692	kyle "[what]"
s26_9d536694	mc	What are you... my dad?	game/script.rpy	1694	mc concerned "[what]"
s26_9da71270	kyle	I'm just worried about you! Who knows what those people are like?	game/script.rpy	1697	kyle "[what]"
s26_6099dd0a	kyle	Please, let me go with you. Or better yet, don't go at all and we can just hang out.	game/script.rpy	1700	kyle "[what]"
s27_082771e8	na	Date or not, you're not going. You toss the handkerchief and note out the window and wait for the school day to end. Soon enough, word gets around of your rejection.	game/script.rpy	1715	na "[what]"
s27_635f741f	d2	That's [mcname] isn't it?	game/script.rpy	1719	d2 "[what]"
s27_5726385f	d3	Oh, you're right! I can't believe she'd reject Takao-sama's kind offer!	game/script.rpy	1723	d3 "[what]"
s27_044e3833	d1	Weirdo...	game/script.rpy	1727	d1 "[what]"
s27_aa0dadf1	d2	Even after they used their special kitty handkerchief too!	game/script.rpy	1730	d2 "[what]"
s27_055cf049	d1	*gasp* No way!	game/script.rpy	1733	d1 "[what]"
s27_d243113e	d3	It's true... I saw them outside weeping with it in their arms. It was their favorite handkerchief and it got dirty!	game/script.rpy	1736	d3 "[what]"
s27_4a7141a8	d1	Poor Takao-sama...	game/script.rpy	1738	d1 "[what]"
s27_a89a55df	na	You walk through the halls with shame. When you get home you can only find comfort in the soft light of your television.	game/script.rpy	1743	na "[what]"
s28_0370dd37	na	Soon, night falls. You arrive at the party with Akimitsu and head inside.	game/script.rpy	1757	na "[what]"
s28_4dbf4a91	na	The party is surprisingly classy. Everyone is dressed nicely, there's a live jazz band, and even an open apple juice bar. You make a mental note of the apple juice bar.	game/script.rpy	1760	na "[what]"
s28_4e861642	na	You quickly see Takao Isamu spot you and even slightly move their lips upward.	game/script.rpy	1762	na "[what]"
s28_f99c0afc	na	You can't tell if they're grimacing in pain or perhaps attempting a smile, but either way it's directed towards you.	game/script.rpy	1764	na "[what]"
s28_014fb128	na	Akimitsu tenses up and steps closer to you.	game/script.rpy	1766	na "[what]"
s28_d385fa35	sophia	Hey. I've heard a lot about you, [mcname]. I'm Isamu Takao.	game/script.rpy	1773	sophia "[what]"
s28_22e08797	sophia	When I first saw you I wasn't sure the rumors were true, but now I know. You're incredible. What dojo did--	game/script.rpy	1776	sophia "[what]"
s28_8b792821	kyle	Youseikan. We trained at Youseikan.	game/script.rpy	1780	kyle "[what]"
s28_d77190e4	sophia	Ah... Who's this?	game/script.rpy	1783	sophia "[what]"
s28_4f0b20be	pmc	This is my childhood friend, Chiba Akimitsu.	game/script.rpy	1785	pmc normal "[what]"
s28_da89b74c	sophia	Is that so? Interesting.	game/script.rpy	1787	sophia "[what]"
s28_fb971216	sophia	Anyways, how is the party?	game/script.rpy	1790	sophia "[what]"
s28_affbc9d1	na	You start to get the feeling that these two aren't getting along.	game/script.rpy	1792	na "[what]"
s28_b989fb4a	na	So, you must do what any reasonable person would do: ignore one of them.	game/script.rpy	1794	na "[what]"
s29_7047e4c8	mc	Actually, hanging out sounds fun.	game/script.rpy	1811	mc normal "[what]"
s29_c9f50a6b	na	Akimitsu flashes a smile.	game/script.rpy	1813	na "[what]"
s29_242506ef	kyle	That's a relief. After school let's go to my pla--	game/script.rpy	1816	kyle "[what]"
s29_5cdffb02	kyle	...	game/script.rpy	1821	kyle "[what]" with hpunch
s29_14cd9628	mc	Huh?	game/script.rpy	1823	mc concerned "[what]"
s29_c8c8391e	kyle	Ahhh, sorry. I have a basketball game after school.	game/script.rpy	1826	kyle "[what]"
s29_5a644178	kyle	He says, "Hey, turns out we're in the finals now because some person with bleached blonde hair just showed up and beat up the team that we lost to."	game/script.rpy	1829	kyle "[what]"
s29_73914aee	kyle	He was saying something about [mcname], you, and a party. Weird, huh?	game/script.rpy	1832	kyle "[what]"
s29_78ac76fb	mc	I wonder who that could be...	game/script.rpy	1834	mc shy "[what]"
s29_50a64fda	kyle	Right? Well now I can't miss my basketball game... would you mind coming to watch instead?	game/script.rpy	1837	kyle "[what]"
s30_fb245fe4	smc	The party's good.	game/script.rpy	1852	smc normal "[what]"
s30_a4942aec	na	You say, proceeding to turn and face Akimitsu.	game/script.rpy	1854	na "[what]"
s30_f53a44e3	smc	Hey... should we get going?	game/script.rpy	1856	smc concerned "[what]"
s30_805bb749	sophia	Wait. Would you like to get drinks with me?	game/script.rpy	1859	sophia "[what]"
s30_b75da1d3	na	*Narrator gasps*	game/script.rpy	1861	na "[what]"
s31_d9bbb3ee	pmc	The party's good.	game/script.rpy	1876	pmc normal "[what]"
s31_84e16c92	na	...you say. And then you run and escape to the apple juice bar.	game/script.rpy	1878	na "[what]"
s31_7ce0b6e6	pmc	Apple juice please~	game/script.rpy	1883	pmc flirty "[what]"
s31_59fc89d7	beckham	May I ask what type of apple you prefer? Honeycrisp? Fuji?	game/script.rpy	1886	beckham "[what]"
s31_7c40a7c5	pmc	Umm... Gala please.	game/script.rpy	1888	pmc shy "[what]"
s31_49fb6495	beckham	Coming right up.	game/script.rpy	1891	beckham "[what]"
s31_03866940	na	Never before have you tasted such a sweet, succulent drink.	game/script.rpy	1894	na "[what]"
s31_11ad2109	na	You down glass after glass until your tummy can take it no longer. Delicious.	game/script.rpy	1896	na "[what]"
s31_7745ea15	na	Then you go home.	game/script.rpy	1898	na "[what]"
s32_483dff47	pmc	The party's good.	game/script.rpy	1911	pmc normal "[what]"
s32_369029c7	pmc	I just wish I was being escorted by someone since I've been so lonely by myself.	game/script.rpy	1913	pmc shy "[what]"
s32_ec1cd541	sophia	Want me to help you?	game/script.rpy	1916	sophia "[what]"
s32_25bf7c00	kyle	Hey, hey... wait. [mcname], please.	game/script.rpy	1919	kyle "[what]"
s32_3df0859e	kyle	Don't do this... let's just get drinks. Just the two of us.	game/script.rpy	1922	kyle "[what]"
s32_b75da1d3	na	*Narrator gasps*	game/script.rpy	1924	na "[what]"
s33_c06c6fcf	na	You shake your head solemnly	game/script.rpy	1936	na "[what]"
s33_6527db29	pmc	Sorry, Akimitsu. I changed my mind. The party never stops.	game/script.rpy	1938	pmc concerned "[what]"
s33_5928d010	kyle	But you just said we would han--	game/script.rpy	1941	kyle "[what]"
s33_f0c64a80	na	You leave.	game/script.rpy	1946	na "[what]"
s33_0fd7ca98	kyle	Wait! Wait! If you're that determined to go to the party I'll go with you. I'll skip my game.	game/script.rpy	1950	kyle "[what]"
s33_c3565601	kyle	Let's just go together, okay?	game/script.rpy	1953	kyle "[what]"
s34_22a818dd	pmc	Ah, okay! Sounds good to me.	game/script.rpy	1966	pmc normal "[what]"
s34_89435fa9	na	Akimitsu lets out a deep breath as Isamu silently slips away into the crowd.	game/script.rpy	1970	na "[what]"
s34_4ff6bca7	kyle	Whew... I thought you were going to ditch me for a second.	game/script.rpy	1973	kyle "[what]"
s34_1668ac5d	kyle	Wanna go find that open apple juice bar again?	game/script.rpy	1976	kyle "[what]"
s34_5c6be572	na	After finding the bar and getting your apple juice, the two of you begin to reminisce.	game/script.rpy	1979	na "[what]"
s34_3f929290	na	You think about the dojo and your childhood.	game/script.rpy	1981	na "[what]"
s34_3a3f38ab	na	How Akimitsu has always been there for you, even writing letters to you after you moved away.	game/script.rpy	1983	na "[what]"
s34_c613b7de	na	He hasn't changed a bit has he? It's almost like this whole time he's been waiting for you...	game/script.rpy	1985	na "[what]"
s34_1c757815	kyle	Hey... it's getting a little stuffy in here. Wanna go somewhere else?	game/script.rpy	1988	kyle "[what]"
s35_28f3c3b5	pmc	Sure!	game/script.rpy	2001	pmc ecstatic "[what]"
s35_231a8d7c	kyle	What?? Wait... what?!?!	game/script.rpy	2004	kyle "[what]"
s35_d8b8c753	sophia	Heh. Let's go then.	game/script.rpy	2007	sophia "[what]"
s36_119a3020	pmc	I'm good. I was planning to spend time with Akimitsu tonight.	game/script.rpy	2020	pmc normal "[what]"
s36_2774662b	na	Isamu glares coldly at you both.	game/script.rpy	2023	na "[what]"
s36_3808eaf1	sophia	Hmph.	game/script.rpy	2025	sophia "[what]"
s36_f4d80a1b	kyle	I actually... was also thinking of getting drinks with you, [mcname].	game/script.rpy	2028	kyle "[what]"
s37_fe7814ed	pmc	Sorry~ I've already got plans.	game/script.rpy	2041	pmc normal "[what]"
s37_06019756	pmc	I'll see you later Akimitsu!	game/script.rpy	2043	pmc normal "[what]"
s37_2af40554	kyle	But...	game/script.rpy	2046	kyle "[what]"
s37_5b93658d	kyle	Actually, fine. Do what you want. I don't care.	game/script.rpy	2049	kyle "[what]"
s37_87c6a425	na	Akimitsu storms off. His hot fury combined with his blazing looks briefly set another guest on fire, but the flames are doused quickly with some apple juice.	game/script.rpy	2052	na "[what]"
s37_428481a0	sophia	Heh. Let's drink something ourselves too.	game/script.rpy	2055	sophia "[what]"
s38_057a9244	na	As you and Isamu start to go towards the bar you hear a brief shattering sound.	game/script.rpy	2071	na "[what]"
s38_068a197c	pmc	Ah. I think Akimitsu may have accidentally kicked the door down.	game/script.rpy	2075	pmc normal "[what]"
s38_21ff6fb9	pmc	That's a bad habit of his. He tends to do it when he leaves houses.	game/script.rpy	2077	pmc ecstatic "[what]"
s38_5dcfac7c	sophia	Don't we all?	game/script.rpy	2080	sophia "[what]"
s38_4914cc49	sophia	Hey! Bartender! Get me your most appley apple juice.	game/script.rpy	2082	sophia "[what]"
s38_545d777c	beckham	Of course.	game/script.rpy	2086	beckham "[what]"
s38_39928b76	na	After hours of discussing fighting techniques and the best way to throw someone out a window, you run out of apple juice.	game/script.rpy	2089	na "[what]"
s38_86e4eb65	beckham	I'm sorry, we don't have any more apples to juice. It's a true tragedy for which I am very sorry Takao-sama.	game/script.rpy	2093	beckham "[what]"
s38_d4dc9fbc	sophia	Eh, whatever. Hey, [mcname], wanna take break outside? It stinks of granny apples here anyway.	game/script.rpy	2097	sophia "[what]"
s38_077cce95	pmc	Sure.	game/script.rpy	2099	pmc normal "[what]"
s38_4b8c73ba	na	The two of you step outside.	game/script.rpy	2102	na "[what]"
s38_d67891bb	na	You find yourself on a balcony overlooking Shizuoka.	game/script.rpy	2105	na "[what]"
s38_06dcd20b	na	The wind softly blows through your hair and the lights of the city sparkle in the distance.	game/script.rpy	2107	na "[what]"
s38_8505eb6f	sophia	To be honest... I didn't think you'd come with me.	game/script.rpy	2110	sophia "[what]"
s38_185100c2	pmc	Huh? Why?	game/script.rpy	2112	pmc scared "[what]"
s38_d9ba0b18	sophia	My family is yakuza. Ordinary people are usually too afraid of getting hurt. But you're... different.	game/script.rpy	2115	sophia "[what]"
s38_40691b70	sophia	When you threw those three delinquents out the window you reminded me of my cat, Skull Crusher.	game/script.rpy	2118	sophia "[what]"
s38_bd7ae2ff	sophia	And I love cats... and I love... you.	game/script.rpy	2121	sophia "[what]"
s38_b98842d3	pmc	I... I like you too.	game/script.rpy	2123	pmc shy "[what]"
s38_9444ef26	na	Soon after Takao Isamu's confession the two of you start dating.	game/script.rpy	2126	na "[what]"
s38_7e9f1a10	na	It's a surprisingly healthy and loving relationship-- you meet The Family|, go on lots of dates, and work through conflicts together.	game/script.rpy	2128	na "[what]"
s38_e648f9d4	na	Eventually you decide to open a cat cafe together... but... it is no ordinary cat cafe.	game/script.rpy	2130	na "[what]"
s38_1d52f030	na	Through years of discipline and training, blood and tears, your cat cafe becomes the base for a new group of cat yakuza: Nyanken.	game/script.rpy	2132	na "[what]"
s38_9085b63b	na	It is through Nyanken that you wage the Great Cat War, rise through the ranks, and become the most powerful yakuza couple in the nation.	game/script.rpy	2134	na "[what]"
s38_3dbba818	na	No one can stop your bulging muscles or your untouchable love!... Nya~	game/script.rpy	2136	na "[what]"
s39_243e87ce	na	Romance? *scoff* That's for weaklings.	game/script.rpy	2142	na "[what]"
s39_2062e45c	na	You don't need any of these weirdos, you just came for the party.	game/script.rpy	2144	na "[what]"
s39_d083de3a	na	But the party sucks so...	game/script.rpy	2146	na "[what]"
s39_d9790a97	mc	Actually... I'm good.	game/script.rpy	2148	mc normal "[what]"
s39_66babc8f	sophia	...Huh?	game/script.rpy	2151	sophia "[what]"
s39_c505ed20	na	You flip your hair and strut out the door.	game/script.rpy	2154	na "[what]"
s39_188e4307	na	As you walk you radiate power and confidence. Is this the power of self-worth?	game/script.rpy	2157	na "[what]"
